20	 0.0350	-0.3781	 1.2681	4095	088
20	 0.0269	-0.4187	 1.2700	4095	089
20	 0.0269	-0.4025	 1.2706	4095	090
20	 0.0087	-0.4231	 1.2731	4095	091
20	 0.0194	-0.3756	 1.2700	4095	092
20	 0.0162	-0.3931	 1.2719	4095	093
20	 0.0331	-0.4075	 1.2700	4095	094
20	 0.0212	-0.4050	 1.2706	4095	095
20	 0.0250	-0.3919	 1.2700	4095	096
20	 0.0231	-0.4012	 1.2681	4095	097
20	 0.0244	-0.3837	 1.2694	4095	098
20	 0.0150	-0.3962	 1.2700	4095	099
20	 0.0206	-0.3962	 1.2700	4095	100
20	 0.0244	-0.4169	 1.2694	4095	101
20	 0.0175	-0.3987	 1.2675	4095	102
20	 0.0331	-0.3931	 1.2700	4095	103
20	 0.0269	-0.4000	 1.2725	4095	104
20	 0.0281	-0.4012	 1.2706	4095	105
20	 0.0350	-0.4031	 1.2681	4095	106
20	 0.0062	-0.4137	 1.2700	4095	107
20	 0.0187	-0.4069	 1.2694	4095	108
20	 0.0225	-0.4094	 1.2694	4095	109
20	 0.0206	-0.4044	 1.2706	4095	110
20	 0.0206	-0.3931	 1.2700	4095	111
20	 0.0187	-0.4037	 1.2700	4095	112
20	 0.0200	-0.3812	 1.2700	4095	113
20	 0.0244	-0.4056	 1.2706	4095	114
20	 0.0187	-0.4156	 1.2712	4095	115
20	 0.0231	-0.4025	 1.2681	4095	116
20	 0.0062	-0.4069	 1.2681	4095	117
20	 0.0275	-0.3950	 1.2681	4095	118
20	 0.0269	-0.4094	 1.2694	4095	119
20	 0.0225	-0.3975	 1.2725	4095	120
20	 0.0200	-0.4025	 1.2712	4095	121
20	 0.0375	-0.3981	 1.2712	4095	122
20	 0.0350	-0.4062	 1.2681	4095	123
20	-0.0025	-0.4319	 1.2694	4095	124
20	-0.0162	-0.4006	 1.2712	4095	125
20	-0.0031	-0.4237	 1.2687	4095	126
20	 0.0200	-0.4162	 1.2725	4095	127
20	 0.0519	-0.4300	 1.2687	4095	128
20	 0.0006	-0.4150	 1.2687	4095	129
20	 0.0225	-0.3912	 1.2694	4095	130
20	 0.0194	-0.3994	 1.2706	4095	131
20	 0.0356	-0.4031	 1.2712	4095	132
20	 0.0437	-0.4012	 1.2694	4095	133
20	 0.0344	-0.3912	 1.2700	4095	134
20	 0.0050	-0.3969	 1.2700	4095	135
20	 0.0137	-0.4050	 1.2700	4095	136
20	 0.0256	-0.3981	 1.2669	4095	137
20	 0.0306	-0.3981	 1.2694	4095	138
20	 0.0212	-0.3781	 1.2700	4095	139
20	 0.0331	-0.4100	 1.2694	4095	140
20	 0.0069	-0.4081	 1.2687	4095	141
20	 0.0437	-0.3862	 1.2706	4095	142
20	 0.0344	-0.3962	 1.2706	4095	143
20	 0.0125	-0.4106	 1.2706	4095	144
20	 0.0244	-0.3875	 1.2719	4095	145
20	 0.0037	-0.3981	 1.2706	4095	146
20	 0.0306	-0.4100	 1.2694	4095	147
20	 0.0181	-0.4050	 1.2687	4095	148
20	 0.0344	-0.4212	 1.2694	4095	149
20	 0.0275	-0.3969	 1.2700	4095	150
20	 0.0325	-0.4037	 1.2719	4095	151
20	 0.0000	-0.4050	 1.2706	4095	152
20	 0.0219	-0.4019	 1.2675	4095	153
20	 0.0144	-0.3950	 1.2706	4095	154
20	 0.0375	-0.3981	 1.2694	4095	155
20	-0.0044	-0.4037	 1.2694	4095	156
20	 0.0019	-0.3981	 1.2706	4095	157
20	 0.0456	-0.4244	 1.2681	4095	158
20	 0.0081	-0.4156	 1.2706	4095	159
20	 0.0125	-0.3800	 1.2687	4095	160
20	 0.0269	-0.3987	 1.2725	4095	161
20	 0.0000	-0.3969	 1.2700	4095	162
20	 0.0194	-0.3987	 1.2712	4095	163
20	 0.0212	-0.3862	 1.2675	4095	164
20	 0.0262	-0.4019	 1.2681	4095	165
20	 0.0350	-0.4025	 1.2669	4095	166
20	 0.0031	-0.4087	 1.2694	4095	167
20	 0.0262	-0.4044	 1.2694	4095	168
20	 0.0106	-0.3956	 1.2687	4095	169
20	 0.0431	-0.4106	 1.2706	4095	170
20	 0.0106	-0.4006	 1.2681	4095	171
20	 0.0281	-0.3919	 1.2687	4095	172
20	 0.0225	-0.4137	 1.2700	4095	173
20	 0.0194	-0.3881	 1.2706	4095	174
20	 0.0256	-0.3925	 1.2712	4095	175
20	 0.0350	-0.3969	 1.2681	4095	176
20	 0.0144	-0.3925	 1.2706	4095	177
20	 0.0194	-0.4119	 1.2706	4095	178
20	 0.0169	-0.3869	 1.2719	4095	179
20	 0.0206	-0.4044	 1.2700	4095	180
20	 0.0225	-0.4044	 1.2694	4095	181
20	 0.0044	-0.3906	 1.2700	4095	182
20	 0.0231	-0.4131	 1.2669	4095	183
20	 0.0162	-0.4081	 1.2681	4095	184
20	 0.0250	-0.4119	 1.2706	4095	185
20	 0.0200	-0.4006	 1.2719	4095	186
20	 0.0206	-0.4087	 1.2706	4095	187
20	 0.0056	-0.4069	 1.2706	4095	188
20	 0.0244	-0.3962	 1.2706	4095	189
20	 0.0081	-0.3912	 1.2700	4095	190
20	 0.0175	-0.4062	 1.2706	4095	191
20	 0.0312	-0.4069	 1.2687	4095	192
20	 0.0206	-0.3912	 1.2700	4095	193
20	 0.0169	-0.4081	 1.2694	4095	194
20	 0.0194	-0.4069	 1.2700	4095	195
20	 0.0212	-0.4012	 1.2700	4095	196
20	 0.0300	-0.4019	 1.2700	4095	197
20	 0.0150	-0.4075	 1.2694	4095	198
20	 0.0150	-0.4125	 1.2687	4095	199
20	 0.0200	-0.4050	 1.2719	4095	200
20	 0.0137	-0.4012	 1.2700	4095	201
20	 0.0156	-0.4050	 1.2687	4095	202
20	 0.0156	-0.4100	 1.2681	4095	203
20	 0.0075	-0.3975	 1.2719	4095	204
20	 0.0287	-0.4081	 1.2725	4095	205
20	 0.0237	-0.3937	 1.2687	4095	206
20	 0.0356	-0.3981	 1.2681	4095	207
20	 0.0194	-0.4175	 1.2675	4095	208
20	 0.0306	-0.4081	 1.2675	4095	209
20	 0.0312	-0.4337	 1.2712	4095	210
20	 0.0362	-0.3950	 1.2706	4095	211
20	 0.0150	-0.4100	 1.2706	4095	212
20	 0.0237	-0.3931	 1.2719	4095	213
20	 0.0206	-0.3987	 1.2694	4095	214
20	 0.0244	-0.4106	 1.2675	4095	215
20	 0.0106	-0.3937	 1.2719	4095	216
20	 0.0425	-0.4212	 1.2712	4095	217
20	 0.0100	-0.3944	 1.2687	4095	218
20	 0.0206	-0.3937	 1.2681	4095	219
20	 0.0156	-0.4012	 1.2700	4095	220
20	 0.0344	-0.4050	 1.2694	4095	221
20	 0.0119	-0.3900	 1.2700	4095	222
20	 0.0137	-0.3994	 1.2731	4095	223
20	 0.0194	-0.4062	 1.2706	4095	224
20	-0.0012	-0.4044	 1.2687	4095	225
20	 0.0175	-0.3856	 1.2687	4095	226
20	 0.0106	-0.3950	 1.2700	4095	227
20	 0.0156	-0.3944	 1.2706	4095	228
20	 0.0137	-0.4081	 1.2687	4095	229
20	 0.0087	-0.3987	 1.2681	4095	230
20	 0.0269	-0.4056	 1.2687	4095	231
20	 0.0294	-0.3906	 1.2706	4095	232
20	 0.0075	-0.4056	 1.2719	4095	233
20	 0.0325	-0.3994	 1.2725	4095	234
20	 0.0200	-0.3956	 1.2687	4095	235
20	 0.0175	-0.4106	 1.2712	4095	236
20	 0.0187	-0.4000	 1.2700	4095	237
20	 0.0231	-0.3956	 1.2719	4095	238
20	 0.0200	-0.4056	 1.2700	4095	239
20	 0.0306	-0.4100	 1.2706	4095	240
20	 0.0275	-0.4087	 1.2700	4095	241
20	 0.0156	-0.3981	 1.2694	4095	242
20	 0.0169	-0.4037	 1.2706	4095	243
20	 0.0300	-0.4025	 1.2712	4095	244
20	 0.0137	-0.3756	 1.2694	4095	245
20	 0.0269	-0.4006	 1.2687	4095	246
20	 0.0256	-0.4000	 1.2694	4095	247
20	 0.0094	-0.4031	 1.2712	4095	248
20	 0.0187	-0.4037	 1.2700	4095	249
20	 0.0106	-0.3994	 1.2712	4095	250
20	 0.0019	-0.3850	 1.2700	4095	251
20	 0.0225	-0.4056	 1.2681	4095	252
20	 0.0275	-0.4081	 1.2687	4095	253
20	 0.0206	-0.4075	 1.2694	4095	254
20	 0.0081	-0.4056	 1.2706	4095	255
20	 0.0112	-0.3900	 1.2675	4095	000
20	 0.0350	-0.4031	 1.2694	4095	001
20	 0.0069	-0.3919	 1.2712	4095	002
20	 0.0369	-0.3925	 1.2725	4095	003
20	 0.0137	-0.3981	 1.2712	4095	004
20	 0.0281	-0.3994	 1.2712	4095	005
20	 0.0187	-0.4037	 1.2694	4095	006
20	 0.0331	-0.3887	 1.2731	4095	007
20	 0.0369	-0.4087	 1.2737	4095	008
20	 0.0331	-0.3794	 1.2719	4095	009
20	-0.0019	-0.4100	 1.2694	4095	010
20	 0.0356	-0.3962	 1.2700	4095	011
20	 0.0287	-0.3956	 1.2694	4095	012
20	 0.0244	-0.3744	 1.2694	4095	013
20	-0.0025	-0.3831	 1.2725	4095	014
20	 0.0262	-0.3887	 1.2706	4095	015
20	 0.0231	-0.4162	 1.2706	4095	016
20	 0.0100	-0.4106	 1.2706	4095	017
20	 0.0406	-0.3912	 1.2700	4095	018
20	 0.0031	-0.3812	 1.2700	4095	019
20	 0.0275	-0.4031	 1.2694	4095	020
20	 0.0144	-0.4044	 1.2694	4095	021
20	 0.0069	-0.3950	 1.2706	4095	022
20	 0.0231	-0.3944	 1.2687	4095	023
20	 0.0294	-0.4025	 1.2712	4095	024
20	 0.0262	-0.3994	 1.2700	4095	025
20	 0.0194	-0.4069	 1.2706	4095	026
20	 0.0156	-0.3969	 1.2700	4095	027
20	 0.0100	-0.4075	 1.2694	4095	028
20	 0.0250	-0.3819	 1.2712	4095	029
20	 0.0394	-0.4150	 1.2694	4095	030
20	 0.0137	-0.3925	 1.2706	4095	031
20	 0.0250	-0.4181	 1.2706	4095	032
20	-0.0031	-0.3981	 1.2706	4095	033
20	 0.0331	-0.4075	 1.2719	4095	034
20	 0.0137	-0.3944	 1.2706	4095	035
20	 0.0169	-0.4106	 1.2706	4095	036
20	 0.0281	-0.4019	 1.2694	4095	037
20	 0.0094	-0.4037	 1.2700	4095	038
20	 0.0425	-0.4000	 1.2694	4095	039
20	 0.0075	-0.4044	 1.2700	4095	040
20	 0.0119	-0.4025	 1.2712	4095	041
20	 0.0231	-0.3994	 1.2694	4095	042
20	 0.0250	-0.4037	 1.2700	4095	043
20	 0.0369	-0.4106	 1.2706	4095	044
20	 0.0231	-0.4025	 1.2725	4095	045
20	 0.0112	-0.4044	 1.2706	4095	046
20	 0.0356	-0.4006	 1.2700	4095	047
20	 0.0206	-0.3950	 1.2687	4095	048
20	-0.0019	-0.4081	 1.2712	4095	049
20	 0.0156	-0.4019	 1.2712	4095	050
20	 0.0325	-0.4137	 1.2700	4095	051
20	 0.0281	-0.4025	 1.2706	4095	052
20	 0.0231	-0.4075	 1.2687	4095	053
20	 0.0250	-0.4119	 1.2706	4095	054
20	 0.0056	-0.4000	 1.2694	4095	055
20	 0.0162	-0.4162	 1.2687	4095	056
20	 0.0144	-0.4169	 1.2700	4095	057
20	 0.0194	-0.4056	 1.2706	4095	058
20	 0.0350	-0.3900	 1.2687	4095	059
20	 0.0400	-0.3962	 1.2694	4095	060
20	 0.0287	-0.3956	 1.2700	4095	061
20	 0.0387	-0.4162	 1.2694	4095	062
20	 0.0106	-0.3981	 1.2700	4095	063
20	 0.0056	-0.4100	 1.2706	4095	064
20	 0.0250	-0.3969	 1.2712	4095	065
20	 0.0344	-0.3931	 1.2681	4095	066
20	 0.0469	-0.3700	 1.2675	4095	067
20	 0.0312	-0.3919	 1.2694	4095	068
20	 0.0275	-0.4081	 1.2700	4095	069
20	 0.0444	-0.4106	 1.2681	4095	070
20	 0.0037	-0.3887	 1.2687	4095	071
20	 0.0275	-0.3944	 1.2725	4095	072
20	-0.0006	-0.4069	 1.2712	4095	073
20	 0.0087	-0.4056	 1.2700	4095	074
20	-0.0175	-0.4069	 1.2694	4095	075
20	 0.0300	-0.4056	 1.2669	4095	076
20	 0.0287	-0.3906	 1.2681	4095	077
